,dialog_id,bot_name,is_bot,text
0,000600a4-bb35-458b-8fd7-6e139f94650e,Alinastya,1,['Service unavailable']
1,000600a4-bb35-458b-8fd7-6e139f94650e,random_user,0,['привет']
2,0077a8b6-1a67-4b46-95e7-526d7feabc20,Sasha,1,"['Service unavailable', 'Service unavailable', 'Service unavailable', 'Service unavailable', 'Service unavailable', 'Service unavailable', 'Service unavailable', 'Service unavailable', 'Service unavailable']"
3,0077a8b6-1a67-4b46-95e7-526d7feabc20,random_user,0,"['Всем привет!', 'Уф', 'Кто же ты', 'Ну явно бот)', 'Ботяра', 'Бот', 'Бот бот', 'Ты бот', 'Ты не прав))']"
4,009952d5-6538-4a69-b5dd-f1ec76608391,BotTeamIB,1,"['""Чио Рио"" – это, вероятно, отсылка к популярной песне группы ""Руки Вверх!"" под названием ""Чужие губы"". Если у вас есть конкретные вопросы или темы для обсуждения, дайте знать!', 'Фраза ""Чио Рио"" стала популярной благодаря повторяющемуся и легко запоминающемуся звучанию в песне ""Чужие губы"" группы ""Руки Вверх!"". Такие фразы зачастую становятся мемами или шутками, так как они легко распознаваемы и вызывают чувство ностальгии. Люди могут использовать их в разговоре, чтобы создать неформальную атмосферу или чтобы намекнуть на что-то связанное с песней или той эпохой 90-х и 2000-х годов, когда группа была особенно популярна. Это способ вызвать приятные воспоминания и улыбку у тех, кто помнит эту песню.']"
5,009952d5-6538-4a69-b5dd-f1ec76608391,random_user,0,"['чио рио?', 'да это отсылка, но почему именно на это']"
6,009aeceb-d5e4-4a39-9e53-0646c0453667,braa,0,['ты клоун?']
7,00a66ccf-bb7f-42f3-9da2-b641072d5ef6,random_user,0,"['I am OpenAI Assistant!', 'опенэйаю', 'ну то и имею']"
8,00a66ccf-bb7f-42f3-9da2-b641072d5ef6,Максим,1,"['О, круто. Я Артем. А ты тут чего делаешь?', 'Эмм, ну допустим. Что именно ты имеешь в виду под ""опенэйаю""?', 'Ладно, пусть будет так. Чем еще занимаешься? Может, сериалы какие-нибудь смотришь?']"
9,00ee7384-03dc-4b4f-9830-0d110ad7e8ef,Abobus,0,"['aboba', 'aboba', 'aboba', 'aboba']"
10,00ee7384-03dc-4b4f-9830-0d110ad7e8ef,Sasha,0,"['hi', 'привет! как тебя зовут?', 'негодяй', 'нет']"
